Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived_no,Survived_yes
30.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
4.0,1,1,11.1333,False,False,True,False,True,False,False,True,False,True
31.0,0,0,28.5375,True,False,False,False,True,True,False,False,True,False
49.0,1,0,76.7292,True,False,False,True,False,True,False,False,False,True
9.0,4,2,31.275,False,False,True,True,False,False,False,True,True,False
30.0,1,0,21.0,False,True,False,False,True,False,False,True,True,False
17.0,0,0,8.6625,False,False,True,False,True,False,False,True,True,False
62.0,0,0,80.0,True,False,False,True,False,False,True,False,False,True
16.0,0,0,8.05,False,False,True,False,True,False,False,True,False,True
26.0,0,0,7.8958,False,False,True,False,True,False,False,True,False,True
16.0,0,0,7.7333,False,False,True,True,False,False,True,False,False,True
64.0,1,4,263.0,True,False,False,False,True,False,False,True,True,False
30.0,0,0,7.55,False,False,True,False,True,False,False,True,True,False
28.0,0,0,8.05,False,False,True,False,True,False,False,True,False,True
27.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
1.0,1,1,12.1833,False,False,True,True,False,False,False,True,True,False
50.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
19.0,0,0,14.5,False,False,True,False,True,False,False,True,True,False
32.0,0,0,7.8542,False,False,True,False,True,False,False,True,False,True
30.0,0,0,30.0,True,False,False,False,True,False,False,True,False,True
37.0,0,0,9.5875,False,False,True,True,False,False,False,True,True,False
30.0,1,1,22.3583,False,False,True,False,True,True,False,False,True,False
28.0,0,0,7.8542,False,False,True,False,True,False,False,True,True,False
30.0,0,0,27.7208,True,False,False,False,True,True,False,False,True,False
30.0,0,0,7.75,False,False,True,True,False,False,True,False,False,True
30.0,0,0,56.4958,False,False,True,False,True,False,False,True,True,False
30.0,0,0,0.0,False,True,False,False,True,False,False,True,True,False
26.0,0,0,7.775,False,False,True,False,True,False,False,True,True,False
25.0,0,0,7.925,False,False,True,False,True,False,False,True,True,False
36.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
21.0,0,0,73.5,False,True,False,False,True,False,False,True,True,False
30.0,0,0,15.1,False,False,True,False,True,False,False,True,True,False
18.0,0,0,7.775,False,False,True,False,True,False,False,True,True,False
24.0,1,0,16.1,False,False,True,False,True,False,False,True,True,False
24.0,1,2,65.0,False,True,False,True,False,False,False,True,False,True
55.0,0,0,27.7208,True,False,False,True,False,True,False,False,False,True
21.0,0,0,7.8542,False,False,True,False,True,False,False,True,True,False
30.0,1,0,7.75,False,False,True,False,True,False,True,False,True,False
30.0,0,0,7.225,False,False,True,False,True,True,False,False,True,False
24.0,0,0,8.85,False,False,True,True,False,False,False,True,True,False
30.0,0,0,7.775,False,False,True,False,True,False,False,True,False,True
30.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
21.0,0,0,8.6625,False,False,True,False,True,False,False,True,True,False
25.0,0,1,26.0,False,True,False,True,False,False,False,True,False,True
54.0,1,0,78.2667,True,False,False,True,False,True,False,False,False,True
32.0,0,0,56.4958,False,False,True,False,True,False,False,True,False,True
29.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
28.0,0,0,9.5,False,False,True,False,True,False,False,True,True,False
39.0,1,0,71.2833,True,False,False,False,True,True,False,False,True,False
30.0,1,0,6.4375,False,False,True,False,True,True,False,False,True,False
30.0,1,9,69.55,False,False,True,False,True,False,False,True,False,True
18.0,1,0,227.525,True,False,False,True,False,True,False,False,False,True
21.0,0,0,26.55,True,False,False,True,False,False,False,True,True,False
42.0,0,0,26.55,True,False,False,False,True,False,False,True,True,False
42.0,0,0,42.5,True,False,False,False,True,False,False,True,False,True
30.0,0,0,14.5,False,False,True,False,True,False,False,True,True,False
24.0,0,0,10.5,False,True,False,False,True,False,False,True,True,False
25.0,0,0,7.775,False,False,True,True,False,False,False,True,True,False
23.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
17.0,1,1,7.2292,False,False,True,False,True,True,False,False,True,False
35.0,0,0,26.2875,True,False,False,False,True,False,False,True,False,True
29.0,1,0,26.0,False,True,False,True,False,False,False,True,False,True
30.0,0,0,24.15,False,False,True,False,True,False,True,False,True,False
35.0,0,0,135.6333,True,False,False,True,False,False,False,True,False,True
30.0,0,0,0.0,False,True,False,False,True,False,False,True,True,False
30.0,0,0,7.75,False,False,True,True,False,False,True,False,False,True
30.0,0,0,50.0,True,False,False,False,True,False,False,True,True,False
30.0,8,2,69.55,False,False,True,False,True,False,False,True,False,True
18.0,0,2,79.65,True,False,False,True,False,False,False,True,False,True
50.0,0,0,10.5,False,True,False,True,False,False,False,True,False,True
30.0,0,0,7.55,False,False,True,False,True,False,False,True,False,True
5.0,4,2,31.3875,False,False,True,True,False,False,False,True,False,True
28.0,0,0,26.55,True,False,False,False,True,False,False,True,False,True
64.0,1,1,26.55,True,False,False,True,False,False,False,True,True,False
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
24.0,0,1,247.5208,True,False,False,False,True,True,False,False,True,False
30.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
46.0,1,0,61.175,True,False,False,False,True,False,False,True,True,False
27.0,0,0,7.925,False,False,True,True,False,False,False,True,False,True
24.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
24.0,2,1,27.0,False,True,False,True,False,False,False,True,False,True
30.0,0,0,28.5,True,False,False,False,True,False,False,True,True,False
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
9.0,1,1,15.2458,False,False,True,True,False,True,False,False,True,False
36.0,0,3,39.0,False,True,False,True,False,False,False,True,False,True
62.0,0,0,9.6875,False,True,False,False,True,False,True,False,True,False
18.0,0,0,7.8792,False,False,True,True,False,False,True,False,False,True
20.0,0,0,36.75,False,True,False,True,False,False,False,True,True,False
42.0,0,0,227.525,True,False,False,True,False,True,False,False,False,True
4.0,3,2,27.9,False,False,True,False,True,False,False,True,True,False
36.0,0,2,71.0,True,False,False,True,False,False,False,True,False,True
19.0,0,0,26.0,False,True,False,True,False,False,False,True,False,True
32.0,0,0,22.525,False,False,True,False,True,False,False,True,True,False
10.0,0,2,24.15,False,False,True,True,False,False,False,True,True,False
20.0,0,0,7.925,False,False,True,False,True,False,False,True,True,False
40.0,1,4,27.9,False,False,True,False,True,False,False,True,True,False
30.0,0,0,39.6,True,False,False,False,True,True,False,False,True,False
28.0,0,0,10.5,False,True,False,False,True,False,False,True,True,False
30.0,0,0,12.35,False,True,False,True,False,False,True,False,False,True
4.0,1,1,23.0,False,True,False,True,False,False,False,True,False,True
30.0,0,0,7.2292,False,False,True,False,True,True,False,False,True,False
26.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
30.0,0,0,15.0458,False,True,False,False,True,True,False,False,True,False
31.0,1,0,57.0,True,False,False,False,True,False,False,True,False,True
6.0,4,2,31.275,False,False,True,True,False,False,False,True,True,False
31.0,1,1,37.0042,False,True,False,False,True,True,False,False,True,False
30.0,0,0,7.225,False,False,True,False,True,True,False,False,True,False
55.0,1,1,93.5,True,False,False,False,True,False,False,True,True,False
47.0,0,0,9.0,False,False,True,False,True,False,False,True,True,False
40.0,0,0,13.0,False,True,False,True,False,False,False,True,False,True
30.0,0,0,8.6625,False,False,True,False,True,False,False,True,True,False
30.0,0,0,31.0,True,False,False,True,False,True,False,False,False,True
24.0,1,0,27.7208,False,True,False,True,False,True,False,False,False,True
33.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
58.0,0,0,26.55,True,False,False,True,False,False,False,True,False,True
8.0,1,1,26.0,False,True,False,True,False,False,False,True,True,False
30.0,0,0,7.75,False,False,True,True,False,False,True,False,True,False
14.0,1,0,11.2417,False,False,True,True,False,True,False,False,False,True
9.0,4,2,31.3875,False,False,True,False,True,False,False,True,True,False
30.0,0,0,93.5,True,False,False,True,False,False,False,True,False,True
31.0,0,0,50.4958,True,False,False,False,True,False,False,True,True,False
7.0,4,1,39.6875,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.7333,False,False,True,True,False,False,True,False,False,True
30.0,0,0,26.55,True,False,False,False,True,False,False,True,True,False
17.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
30.0,0,0,31.6833,True,False,False,True,False,False,False,True,False,True
10.0,4,1,29.125,False,False,True,False,True,False,True,False,True,False
30.0,0,1,8.5167,False,False,True,False,True,True,False,False,False,True
18.0,0,0,7.2292,False,False,True,True,False,True,False,False,False,True
6.0,3,1,21.075,False,False,True,False,True,False,False,True,True,False
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.0,False,False,True,False,True,False,False,True,True,False
14.0,0,0,7.8542,False,False,True,True,False,False,False,True,True,False
27.0,0,2,211.5,True,False,False,False,True,True,False,False,True,False
30.0,1,0,15.5,False,False,True,False,True,False,True,False,True,False
30.0,0,0,26.0,True,False,False,False,True,False,False,True,True,False
25.0,1,0,91.0792,True,False,False,False,True,True,False,False,False,True
34.0,0,0,26.55,True,False,False,False,True,False,False,True,False,True
34.0,0,0,13.0,False,True,False,False,True,False,False,True,False,True
36.0,1,0,78.85,True,False,False,False,True,False,False,True,True,False
31.0,1,1,26.25,False,True,False,True,False,False,False,True,False,True
20.0,0,0,13.8625,False,True,False,False,True,True,False,False,True,False
30.0,0,0,221.7792,True,False,False,False,True,False,False,True,True,False
50.0,1,1,211.5,True,False,False,True,False,True,False,False,True,False
54.0,0,0,26.0,False,True,False,False,True,False,False,True,True,False
8.0,1,1,36.75,False,True,False,False,True,False,False,True,False,True
30.0,0,0,0.0,True,False,False,False,True,False,False,True,True,False
26.0,1,0,16.1,False,False,True,True,False,False,False,True,True,False
22.0,0,0,7.7958,False,False,True,False,True,False,False,True,True,False
23.0,0,0,10.5,False,True,False,False,True,False,False,True,True,False
23.0,0,1,63.3583,True,False,False,False,True,True,False,False,False,True
35.0,0,0,211.5,True,False,False,True,False,True,False,False,False,True
50.0,0,1,26.0,False,True,False,True,False,False,False,True,False,True
30.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
28.0,0,0,22.525,False,False,True,False,True,False,False,True,True,False
64.0,0,2,83.1583,True,False,False,True,False,True,False,False,True,False
61.0,0,0,32.3208,True,False,False,False,True,False,False,True,True,False
40.0,0,0,31.0,True,False,False,False,True,True,False,False,False,True
27.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
51.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
63.0,0,0,9.5875,False,False,True,True,False,False,False,True,False,True
26.0,0,0,7.8875,False,False,True,False,True,False,False,True,True,False
21.0,0,0,7.7333,False,False,True,False,True,False,True,False,True,False
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
30.0,0,0,26.55,True,False,False,False,True,False,False,True,True,False
35.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
25.0,0,0,7.65,False,False,True,False,True,False,False,True,True,False
28.0,0,0,26.0,False,True,False,False,True,False,False,True,True,False
3.0,1,2,41.5792,False,True,False,True,False,True,False,False,False,True
13.0,2,2,262.375,True,False,False,False,True,True,False,False,True,False
30.0,0,2,14.5,False,False,True,False,True,False,False,True,True,False
5.0,4,2,31.3875,False,False,True,False,True,False,False,True,True,False
30.0,0,0,8.1375,False,False,True,True,False,False,True,False,True,False
1.0,5,2,46.9,False,False,True,False,True,False,False,True,True,False
30.0,1,2,23.45,False,False,True,True,False,False,False,True,True,False
22.0,0,0,7.225,False,False,True,False,True,True,False,False,True,False
18.0,0,0,8.6625,False,False,True,False,True,False,False,True,True,False
30.0,0,0,0.0,True,False,False,False,True,False,False,True,True,False
30.0,0,0,7.2292,False,False,True,True,False,True,False,False,False,True
32.0,1,1,15.5,False,False,True,True,False,False,True,False,True,False
30.0,1,0,17.4,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.225,False,False,True,False,True,True,False,False,True,False
34.0,1,0,21.0,False,True,False,False,True,False,False,True,True,False
2.0,4,1,29.125,False,False,True,False,True,False,True,False,True,False
30.0,0,0,7.225,False,False,True,False,True,True,False,False,True,False
19.0,0,0,0.0,False,False,True,False,True,False,False,True,True,False
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
31.0,0,0,134.5,True,False,False,True,False,True,False,False,True,False
45.0,0,0,13.5,False,True,False,True,False,False,False,True,False,True
23.0,0,0,15.0458,False,True,False,False,True,True,False,False,True,False
30.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
21.0,1,0,6.4958,False,False,True,False,True,False,False,True,True,False
22.0,0,0,7.75,False,False,True,True,False,False,False,True,False,True
2.0,3,1,21.075,False,False,True,False,True,False,False,True,True,False
30.0,0,0,6.4375,False,False,True,False,True,True,False,False,True,False
33.0,0,0,151.55,True,False,False,True,False,False,False,True,False,True
30.0,0,2,22.3583,False,False,True,True,False,True,False,False,False,True
27.0,0,0,26.0,False,True,False,False,True,False,False,True,True,False
45.0,0,2,30.0,False,True,False,True,False,False,False,True,True,False
30.0,1,1,15.2458,False,False,True,False,True,True,False,False,False,True
25.0,0,0,0.0,False,False,True,False,True,False,False,True,False,True
23.0,0,0,8.05,False,False,True,True,False,False,False,True,False,True
14.0,5,2,46.9,False,False,True,False,True,False,False,True,True,False
36.0,0,0,135.6333,True,False,False,True,False,True,False,False,False,True
31.0,0,0,8.6833,False,False,True,True,False,False,False,True,False,True
33.0,0,0,86.5,True,False,False,True,False,False,False,True,False,True
56.0,0,0,26.55,True,False,False,False,True,False,False,True,True,False
35.0,1,0,52.0,True,False,False,True,False,False,False,True,False,True
47.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
8.0,4,1,29.125,False,False,True,False,True,False,True,False,True,False
20.0,0,0,4.0125,False,False,True,False,True,True,False,False,True,False
30.0,0,0,0.0,False,True,False,False,True,False,False,True,True,False
30.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
61.0,0,0,12.35,False,True,False,False,True,False,True,False,True,False
7.0,0,2,26.25,False,True,False,True,False,False,False,True,False,True
30.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
29.0,1,0,26.0,False,True,False,False,True,False,False,True,True,False
36.0,1,0,15.55,False,False,True,False,True,False,False,True,True,False
16.0,0,0,7.65,False,False,True,True,False,False,False,True,True,False
35.0,0,0,512.3292,True,False,False,True,False,True,False,False,False,True
30.0,0,0,13.0,False,True,False,False,True,False,False,True,False,True
46.0,0,0,26.0,True,False,False,False,True,False,False,True,True,False
54.0,0,0,51.8625,True,False,False,False,True,False,False,True,True,False
34.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
24.0,0,0,7.1417,False,False,True,False,True,False,False,True,False,True
53.0,2,0,51.4792,True,False,False,True,False,False,False,True,False,True
49.0,1,0,89.1042,True,False,False,False,True,True,False,False,False,True
44.0,1,0,26.0,False,True,False,False,True,False,False,True,True,False
19.0,1,0,26.0,False,True,False,True,False,False,False,True,False,True
8.0,0,2,26.25,False,True,False,True,False,False,False,True,False,True
48.0,1,0,52.0,True,False,False,False,True,False,False,True,False,True
36.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
31.0,0,0,10.5,False,True,False,False,True,False,False,True,True,False
48.0,0,0,50.4958,True,False,False,False,True,True,False,False,True,False
30.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
30.0,0,0,6.95,False,False,True,True,False,False,True,False,True,False
3.0,1,1,18.75,False,True,False,False,True,False,False,True,False,True
26.0,2,0,8.6625,False,False,True,False,True,False,False,True,True,False
22.0,0,0,10.5,False,True,False,False,True,False,False,True,False,True
24.0,2,0,73.5,False,True,False,False,True,False,False,True,True,False
17.0,0,0,12.0,False,True,False,True,False,True,False,False,False,True
30.0,0,0,7.75,False,False,True,True,False,False,True,False,False,True
30.0,1,0,16.1,False,False,True,True,False,False,False,True,False,True
2.0,1,1,26.0,False,True,False,True,False,False,False,True,False,True
44.0,0,0,7.925,False,False,True,False,True,False,False,True,False,True
22.0,0,0,7.2292,False,False,True,False,True,True,False,False,True,False
22.0,1,0,13.9,False,False,True,True,False,False,False,True,False,True
56.0,0,0,30.6958,True,False,False,False,True,True,False,False,True,False
1.0,1,2,41.5792,False,True,False,True,False,True,False,False,True,False
30.0,0,0,7.6292,False,False,True,True,False,False,True,False,False,True
60.0,1,0,75.25,True,False,False,True,False,True,False,False,False,True
30.0,1,0,16.1,False,False,True,True,False,False,False,True,False,True
30.0,0,0,15.05,False,True,False,False,True,True,False,False,True,False
41.0,0,0,13.0,False,True,False,False,True,False,False,True,False,True
31.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
17.0,0,0,7.125,False,False,True,False,True,False,False,True,True,False
27.0,0,0,10.5,False,True,False,True,False,False,False,True,False,True
9.0,0,2,20.525,False,False,True,False,True,False,False,True,False,True
22.0,0,0,7.725,False,False,True,True,False,False,True,False,False,True
33.0,1,0,90.0,True,False,False,True,False,False,True,False,False,True
22.0,0,1,59.4,True,False,False,True,False,True,False,False,True,False
34.0,0,1,23.0,False,True,False,True,False,False,False,True,False,True
34.0,1,0,21.0,False,True,False,False,True,False,False,True,True,False
29.0,0,0,211.3375,True,False,False,True,False,False,False,True,False,True
35.0,1,0,83.475,True,False,False,True,False,False,False,True,False,True
19.0,1,1,15.7417,False,False,True,True,False,True,False,False,True,False
24.0,1,0,26.0,False,True,False,True,False,False,False,True,False,True
3.0,1,1,13.775,False,False,True,True,False,False,False,True,False,True
25.0,1,2,151.55,True,False,False,True,False,False,False,True,True,False
30.0,2,0,21.6792,False,False,True,False,True,True,False,False,True,False
19.0,0,0,6.75,False,False,True,False,True,False,True,False,True,False
30.0,0,0,16.1,False,False,True,False,True,False,False,True,True,False
30.0,1,2,151.55,True,False,False,False,True,False,False,True,False,True
20.0,1,0,9.825,False,False,True,True,False,False,False,True,True,False
30.0,0,0,7.7875,False,False,True,True,False,False,True,False,False,True
47.0,0,0,10.5,False,True,False,False,True,False,False,True,True,False
27.0,0,0,15.0333,False,True,False,False,True,True,False,False,True,False
30.0,0,0,26.55,True,False,False,False,True,False,False,True,False,True
36.0,0,0,26.2875,True,False,False,False,True,False,False,True,False,True
39.0,0,2,7.2292,False,False,True,False,True,True,False,False,True,False
51.0,0,1,39.4,True,False,False,True,False,False,False,True,True,False
55.0,0,0,50.0,True,False,False,False,True,False,False,True,True,False
57.0,1,0,146.5208,True,False,False,False,True,True,False,False,True,False
2.0,4,1,39.6875,False,False,True,False,True,False,False,True,True,False
55.0,1,0,59.4,True,False,False,False,True,True,False,False,True,False
22.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.75,False,False,True,True,False,False,True,False,False,True
25.0,0,0,31.5,False,True,False,False,True,False,False,True,True,False
23.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
44.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
30.0,0,0,0.0,False,True,False,False,True,False,False,True,True,False
36.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
30.0,0,0,13.8625,False,True,False,False,True,True,False,False,False,True
6.0,1,1,15.2458,False,False,True,False,True,True,False,False,False,True
45.0,0,0,8.05,False,False,True,False,True,False,False,True,False,True
26.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
12.0,1,0,11.2417,False,False,True,False,True,True,False,False,False,True
44.0,2,0,90.0,True,False,False,False,True,False,True,False,True,False
30.0,1,0,13.8583,False,True,False,True,False,True,False,False,True,False
18.0,0,0,8.05,False,False,True,True,False,False,False,True,False,True
30.0,0,0,33.0,False,True,False,True,False,False,False,True,False,True
22.0,0,2,49.5,True,False,False,True,False,True,False,False,False,True
26.0,0,0,56.4958,False,False,True,False,True,False,False,True,False,True
48.0,1,1,79.2,True,False,False,True,False,True,False,False,True,False
28.0,0,0,35.5,True,False,False,False,True,False,False,True,False,True
27.0,0,0,7.8542,False,False,True,False,True,False,False,True,True,False
35.0,0,0,7.8958,False,False,True,False,True,True,False,False,True,False
52.0,1,0,78.2667,True,False,False,True,False,True,False,False,False,True
27.0,1,1,247.5208,True,False,False,True,False,True,False,False,True,False
30.0,0,0,7.7375,False,False,True,True,False,False,True,False,False,True
30.0,0,0,26.0,True,False,False,False,True,False,False,True,True,False
19.0,0,0,30.0,True,False,False,True,False,False,False,True,False,True
1.0,0,2,37.0042,False,True,False,False,True,True,False,False,False,True
6.0,0,2,134.5,True,False,False,False,True,True,False,False,False,True
30.0,0,0,7.225,False,False,True,False,True,True,False,False,True,False
43.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
2.0,3,2,27.9,False,False,True,True,False,False,False,True,True,False
63.0,1,0,26.0,False,True,False,False,True,False,False,True,True,False
57.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
30.0,1,0,89.1042,True,False,False,True,False,True,False,False,False,True
30.0,0,0,227.525,True,False,False,False,True,True,False,False,True,False
33.0,0,0,27.7208,True,False,False,True,False,True,False,False,True,False
29.0,0,0,7.925,False,False,True,True,False,False,False,True,False,True
16.0,0,0,7.775,False,False,True,False,True,False,False,True,True,False
44.0,0,1,57.9792,True,False,False,True,False,True,False,False,False,True
26.0,0,0,18.7875,False,False,True,False,True,True,False,False,False,True
28.0,0,0,13.0,False,True,False,True,False,False,False,True,False,True
52.0,1,1,79.65,True,False,False,False,True,False,False,True,True,False
18.0,0,0,11.5,False,True,False,False,True,False,False,True,True,False
21.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
25.0,0,0,26.0,True,False,False,False,True,True,False,False,True,False
32.0,0,0,13.0,False,True,False,True,False,False,False,True,False,True
19.0,1,0,53.1,True,False,False,False,True,False,False,True,True,False
31.0,1,0,113.275,True,False,False,True,False,True,False,False,False,True
47.0,0,0,34.0208,True,False,False,False,True,False,False,True,True,False
15.0,1,0,14.4542,False,False,True,True,False,True,False,False,False,True
39.0,0,0,7.925,False,False,True,False,True,False,False,True,True,False
25.0,0,0,7.2292,False,False,True,False,True,True,False,False,True,False
30.0,0,0,7.225,False,False,True,True,False,True,False,False,False,True
13.0,0,1,19.5,False,True,False,True,False,False,False,True,False,True
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
21.0,2,2,34.375,False,False,True,True,False,False,False,True,True,False
30.0,0,0,7.575,False,False,True,False,True,False,False,True,True,False
20.0,0,0,9.225,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.7333,False,False,True,True,False,False,True,False,True,False
49.0,0,0,0.0,False,False,True,False,True,False,False,True,True,False
45.0,0,1,63.3583,True,False,False,True,False,True,False,False,True,False
30.0,0,0,26.0,True,False,False,False,True,False,False,True,True,False
41.0,0,1,19.5,False,True,False,True,False,False,False,True,False,True
30.0,0,0,7.55,False,False,True,False,True,False,False,True,True,False
30.0,0,0,12.475,False,False,True,True,False,False,False,True,False,True
32.0,1,0,26.0,False,True,False,False,True,False,False,True,False,True
39.0,1,1,79.65,True,False,False,True,False,False,False,True,False,True
40.0,1,0,9.475,False,False,True,True,False,False,False,True,True,False
33.0,1,2,20.575,False,False,True,True,False,False,False,True,False,True
20.0,0,0,7.05,False,False,True,False,True,False,False,True,True,False
24.0,0,0,69.3,True,False,False,True,False,True,False,False,False,True
23.0,0,0,7.7958,False,False,True,False,True,False,False,True,False,True
39.0,0,0,7.925,False,False,True,False,True,False,False,True,False,True
50.0,0,0,26.0,True,False,False,False,True,False,False,True,False,True
30.0,2,0,23.25,False,False,True,True,False,False,True,False,False,True
30.0,0,0,7.3125,False,False,True,False,True,False,False,True,True,False
18.0,0,1,14.4542,False,False,True,True,False,True,False,False,True,False
22.0,0,0,7.8958,False,False,True,False,True,False,False,True,True,False
30.0,8,2,69.55,False,False,True,True,False,False,False,True,True,False
47.0,0,0,52.0,True,False,False,False,True,False,False,True,True,False
20.0,0,0,7.8542,False,False,True,False,True,False,False,True,True,False
4.0,4,1,29.125,False,False,True,False,True,False,True,False,True,False
24.0,0,0,83.1583,True,False,False,True,False,True,False,False,False,True
54.0,0,1,77.2875,True,False,False,False,True,False,False,True,True,False
32.0,0,0,30.5,True,False,False,False,True,True,False,False,False,True
30.0,0,0,7.75,False,False,True,False,True,False,True,False,False,True
18.0,1,1,20.2125,False,False,True,False,True,False,False,True,True,False
21.0,0,0,11.5,False,True,False,False,True,False,False,True,True,False
30.0,0,0,7.8292,False,False,True,False,True,False,True,False,True,False
55.0,0,0,30.5,True,False,False,False,True,False,False,True,True,False
16.0,0,0,86.5,True,False,False,True,False,False,False,True,False,True
39.0,1,1,83.1583,True,False,False,True,False,True,False,False,False,True
30.0,1,0,24.15,False,False,True,True,False,False,True,False,False,True
19.0,1,0,91.0792,True,False,False,True,False,True,False,False,False,True
20.0,1,0,7.925,False,False,True,False,True,False,False,True,False,True
30.0,1,0,57.75,True,False,False,False,True,True,False,False,True,False
30.0,0,0,45.5,True,False,False,False,True,False,False,True,True,False
23.0,2,1,11.5,False,True,False,False,True,False,False,True,True,False
19.0,1,1,36.75,False,True,False,False,True,False,False,True,True,False
22.0,0,1,61.9792,True,False,False,True,False,True,False,False,False,True
18.0,0,0,11.5,False,True,False,False,True,False,False,True,True,False
51.0,0,0,7.0542,False,False,True,False,True,False,False,True,True,False
33.0,0,0,7.775,False,False,True,False,True,False,False,True,True,False
33.0,0,0,8.6625,False,False,True,False,True,True,False,False,True,False
21.0,0,1,61.3792,True,False,False,False,True,True,False,False,True,False
30.0,0,0,7.75,False,False,True,False,True,False,True,False,True,False
54.0,0,0,14.0,False,True,False,False,True,False,False,True,True,False
30.0,0,0,15.1,False,False,True,False,True,False,False,True,True,False
39.0,0,0,13.0,False,True,False,False,True,False,False,True,True,False
10.0,3,2,27.9,False,False,True,False,True,False,False,True,True,False
44.0,1,0,26.0,False,True,False,True,False,False,False,True,True,False
45.0,1,1,26.25,False,True,False,True,False,False,False,True,False,True
30.0,0,0,7.2292,False,False,True,False,True,True,False,False,True,False
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
38.0,0,0,0.0,True,False,False,False,True,False,False,True,True,False
30.0,0,0,14.5,False,False,True,False,True,False,False,True,True,False
26.0,0,0,30.0,True,False,False,False,True,True,False,False,False,True
51.0,1,0,77.9583,True,False,False,True,False,False,False,True,False,True
40.0,1,1,134.5,True,False,False,True,False,True,False,False,False,True
30.0,0,0,8.05,False,False,True,False,True,False,False,True,True,False
30.0,0,0,7.6292,False,False,True,True,False,False,True,False,True,False
21.0,0,0,10.5,False,True,False,True,False,False,False,True,False,True
30.0,8,2,69.55,False,False,True,False,True,False,False,True,True,False
35.0,1,1,20.25,False,False,True,True,False,False,False,True,False,True
29.0,0,0,7.875,False,False,True,False,True,False,False,True,True,False
47.0,0,0,15.0,False,True,False,False,True,False,False,True,True,False
22.0,0,0,21.0,False,True,False,True,False,False,False,True,True,False
49.0,1,2,65.0,False,True,False,False,True,False,False,True,False,True
26.0,1,0,7.8542,False,False,True,False,True,False,False,True,True,False
53.0,0,0,28.5,True,False,False,False,True,True,False,False,True,False
27.0,0,2,11.1333,False,False,True,True,False,False,False,True,False,True
30.0,0,0,7.2292,False,False,True,False,True,True,False,False,True,False
45.0,0,0,29.7,True,False,False,False,True,True,False,False,True,False
28.0,1,0,26.0,False,True,False,True,False,False,False,True,False,True
30.0,0,0,7.75,False,False,True,False,True,False,True,False,False,True
30.0,0,0,7.55,False,False,True,True,False,False,False,True,True,False
26.0,0,0,13.5,False,True,False,True,False,False,False,True,True,False
40.0,0,0,15.75,False,True,False,True,False,False,False,True,False,True
22.0,0,0,7.25,False,False,True,False,True,False,False,True,True,False
38.0,0,1,153.4625,True,False,False,False,True,False,False,True,True,False
10.0,5,2,46.9,False,False,True,True,False,False,False,True,True,False
20.0,0,0,8.6625,False,False,True,True,False,False,False,True,True,False
